title,genre
"The Matrix","Science Fiction"
"Apollo 13","Drama"
"The Santa Clause 2","Fantasy"
"The Santa Clause 2","Comedy"
"The Santa Clause 2","Family"
"You've Got Mail","Comedy"
"You've Got Mail","Romance"
"Step Brothers","Comedy"
"The Mask of Zorro","Action"
"The Mask of Zorro","Adventure"
"Due Date","Comedy"
"Due Date","Drama"
"Unbroken","Drama"
"Unbroken","War"
"Space Cowboys","Action"
"Space Cowboys","Adventure"
"Space Cowboys","Thriller"
"Cliffhanger","Action"
"Cliffhanger","Adventure"
"Cliffhanger","Thriller"
"Broken Arrow","Action"
"Broken Arrow","Adventure"
"Broken Arrow","Drama"
"Broken Arrow","Thriller"
"The Kid","Fantasy"
"The Kid","Comedy"
"The Kid","Family"
"World Trade Center","Drama"
"World Trade Center","History"
"World Trade Center","Thriller"
"Mona Lisa Smile","Drama"
"Mona Lisa Smile","Romance"
"The Dictator","Comedy"
"Eyes Wide Shut","Mystery"
"Eyes Wide Shut","Drama"
"Annie","Comedy"
"Annie","Drama"
"Annie","Family"
"Focus","Romance"
"Focus","Comedy"
"Focus","Crime"
"Focus","Drama"
"This Means War","Action"
"This Means War","Comedy"
"This Means War","Romance"
"Red Dawn","Action"
"Red Dawn","Thriller"
"Primary Colors","Comedy"
"Primary Colors","Drama"
"Death Race","Action"
"Death Race","Thriller"
"Death Race","Science Fiction"
"The Long Kiss Goodnight","Crime"
"The Long Kiss Goodnight","Action"
"The Long Kiss Goodnight","Mystery"
"The Long Kiss Goodnight","Thriller"
"Proof of Life","Action"
"Proof of Life","Adventure"
"Proof of Life","Drama"
"Proof of Life","Romance"
"Proof of Life","Thriller"
"Fight Club","Drama"
"We Are Marshall","Drama"
"Hudson Hawk","Action"
"Hudson Hawk","Adventure"
"Hudson Hawk","Comedy"
"Lucky Numbers","Action"
"Lucky Numbers","Adventure"
"Lucky Numbers","Comedy"
"Lucky Numbers","Crime"
"Lucky Numbers","Romance"
"Lucky Numbers","Thriller"
"I, Frankenstein","Horror"
"I, Frankenstein","Thriller"
"Oliver Twist","Crime"
"Oliver Twist","Drama"
"Oliver Twist","Family"
"Elektra","Action"
"Elektra","Fantasy"
"Random Hearts","Drama"
"Random Hearts","Romance"
"Everest","Adventure"
"Everest","Drama"
"Austin Powers in Goldmember","Comedy"
"Austin Powers in Goldmember","Crime"
"Austin Powers in Goldmember","Science Fiction"
"Astro Boy","Animation"
"Astro Boy","Action"
"Astro Boy","Family"
"Astro Boy","Science Fiction"
"Jurassic Park","Adventure"
"Jurassic Park","Science Fiction"
"Wyatt Earp","Drama"
"Wyatt Earp","Action"
"Wyatt Earp","Western"
"Clear and Present Danger","Action"
"Clear and Present Danger","Drama"
"Clear and Present Danger","Thriller"
"Little Man","Comedy"
"Little Man","Crime"
"U-571","Action"
"U-571","Drama"
"U-571","Thriller"
"U-571","War"
"The American President","Comedy"
"The American President","Drama"
"The American President","Romance"
"The Love Guru","Comedy"
"The Love Guru","Romance"
"3000 Miles to Graceland","Action"
"3000 Miles to Graceland","Adventure"
"3000 Miles to Graceland","Comedy"
"3000 Miles to Graceland","Thriller"
"3000 Miles to Graceland","Crime"
"The Hateful Eight","Crime"
"The Hateful Eight","Drama"
"The Hateful Eight","Mystery"
"The Hateful Eight","Western"
"Blades of Glory","Action"
"Blades of Glory","Comedy"
"Blades of Glory","Drama"
"Hop","Animation"
"Hop","Comedy"
"Hop","Family"
"300","Action"
"300","Adventure"
"300","War"
"Meet the Fockers","Comedy"
"Meet the Fockers","Romance"
"Marley & Me","Comedy"
"Marley & Me","Family"
"The Green Mile","Fantasy"
"The Green Mile","Drama"
"The Green Mile","Crime"
"Wild Hogs","Action"
"Wild Hogs","Adventure"
"Wild Hogs","Comedy"
"Chicken Little","Animation"
"Chicken Little","Family"
"Chicken Little","Comedy"
"Gone Girl","Mystery"
"Gone Girl","Thriller"
"Gone Girl","Drama"
"The Bourne Identity","Action"
"The Bourne Identity","Drama"
"The Bourne Identity","Mystery"
"The Bourne Identity","Thriller"
"GoldenEye","Adventure"
"GoldenEye","Action"
"GoldenEye","Thriller"
"The General's Daughter","Crime"
"The General's Daughter","Drama"
"The General's Daughter","Mystery"
"The General's Daughter","Thriller"
"The Truman Show","Comedy"
"The Truman Show","Drama"
"The Prince of Egypt","Adventure"
"The Prince of Egypt","Animation"
"The Prince of Egypt","Drama"
"The Prince of Egypt","Family"
"The Prince of Egypt","Music"
"Daddy Day Care","Comedy"
"Daddy Day Care","Family"
"2 Guns","Action"
"2 Guns","Comedy"
"2 Guns","Crime"
"Cats & Dogs","Comedy"
"Cats & Dogs","Family"
"The Italian Job","Action"
"The Italian Job","Crime"
"Two Weeks Notice","Romance"
"Two Weeks Notice","Comedy"
"Antz","Adventure"
"Antz","Animation"
"Antz","Comedy"
"Antz","Family"
"Couples Retreat","Comedy"
"Couples Retreat","Romance"
"Days of Thunder","Adventure"
"Cheaper by the Dozen 2","Comedy"
"Eat Pray Love","Drama"
"The Family Man","Comedy"
"The Family Man","Drama"
"The Family Man","Romance"
"The Family Man","Fantasy"
"RED","Action"
"RED","Adventure"
"RED","Comedy"
"RED","Crime"
"RED","Thriller"
"Any Given Sunday","Drama"
"The Horse Whisperer","Drama"
"The Horse Whisperer","Romance"
"Collateral","Drama"
"Collateral","Crime"
"Collateral","Thriller"
"The Scorpion King","Action"
"The Scorpion King","Fantasy"
"The Scorpion King","Adventure"
"Ladder 49","Drama"
"Ladder 49","Action"
"Ladder 49","Thriller"
"Jack Reacher","Crime"
"Jack Reacher","Drama"
"Jack Reacher","Thriller"
"Deep Blue Sea","Action"
"Deep Blue Sea","Science Fiction"
"Deep Blue Sea","Thriller"
"Michael Jackson's This Is It","Music"
"Michael Jackson's This Is It","Documentary"
"Contagion","Drama"
"Contagion","Thriller"
"Contagion","Science Fiction"
"Kangaroo Jack","Comedy"
"Kangaroo Jack","Adventure"
"Kangaroo Jack","Crime"
"Coraline","Animation"
"Coraline","Family"
"The Happening","Thriller"
"The Happening","Science Fiction"
"Man on Fire","Action"
"Man on Fire","Drama"
"Man on Fire","Thriller"
"Man on Fire","Crime"
"The Shaggy Dog","Comedy"
"The Shaggy Dog","Family"
"Starsky & Hutch","Comedy"
"Starsky & Hutch","Crime"
"Jingle All the Way","Family"
"Jingle All the Way","Comedy"
"Hellboy","Fantasy"
"Hellboy","Action"
"Hellboy","Science Fiction"
"A Civil Action","Drama"
"ParaNorman","Family"
"ParaNorman","Animation"
"ParaNorman","Adventure"
"ParaNorman","Comedy"
"The Jackal","Action"
"The Jackal","Thriller"
"The Jackal","Adventure"
"The Jackal","Crime"
"Paycheck","Action"
"Paycheck","Adventure"
"Paycheck","Mystery"
"Paycheck","Science Fiction"
"Paycheck","Thriller"
"Up Close & Personal","Drama"
"Up Close & Personal","Romance"
"The Tale of Despereaux","Adventure"
"The Tale of Despereaux","Animation"
"The Tale of Despereaux","Family"
"The Tuxedo","Thriller"
"The Tuxedo","Action"
"The Tuxedo","Comedy"
"The Tuxedo","Science Fiction"
"Joy","Drama"
"Joy","Comedy"
"London Has Fallen","Action"
"London Has Fallen","Crime"
"London Has Fallen","Thriller"
"Shooter","Action"
"Shooter","Drama"
"Shooter","Mystery"
"Shooter","Thriller"
"Shooter","Crime"
"The Boxtrolls","Animation"
"The Boxtrolls","Comedy"
"The Boxtrolls","Family"
"The Boxtrolls","Fantasy"
"Practical Magic","Drama"
"Practical Magic","Fantasy"
"Practical Magic","Comedy"
"The Lego Movie","Adventure"
"The Lego Movie","Animation"
"The Lego Movie","Comedy"
"The Lego Movie","Family"
"The Lego Movie","Fantasy"
"Reign of Fire","Adventure"
"Reign of Fire","Action"
"Reign of Fire","Fantasy"
"Gangster Squad","Crime"
"Gangster Squad","Drama"
"Gangster Squad","Action"
"Gangster Squad","Thriller"
"Year One","Comedy"
"Year One","Adventure"
"Invictus","Drama"
"Invictus","History"
"State of Play","Action"
"Duplicity","Romance"
"Duplicity","Comedy"
"Duplicity","Crime"
"My Favorite Martian","Comedy"
"My Favorite Martian","Drama"
"My Favorite Martian","Family"
"My Favorite Martian","Science Fiction"
"The Sentinel","Action"
"The Sentinel","Thriller"
"The Sentinel","Crime"
"Planet 51","Science Fiction"
"Planet 51","Animation"
"Planet 51","Family"
"Planet 51","Comedy"
"Planet 51","Adventure"
"Intolerable Cruelty","Crime"
"Intolerable Cruelty","Comedy"
"Intolerable Cruelty","Romance"
"Trouble with the Curve","Drama"
"Trouble with the Curve","Romance"
"Edge of Darkness","Crime"
"Edge of Darkness","Drama"
"Edge of Darkness","Mystery"
"Edge of Darkness","Thriller"
"The Relic","Horror"
"The Relic","Mystery"
"The Relic","Thriller"
"Analyze That","Comedy"
"Analyze That","Crime"
"Righteous Kill","Action"
"Righteous Kill","Crime"
"Righteous Kill","Drama"
"Righteous Kill","Thriller"
"Mercury Rising","Action"
"Mercury Rising","Crime"
"Mercury Rising","Drama"
"Mercury Rising","Thriller"
"The Soloist","Drama"
"The Legend of Bagger Vance","Fantasy"
"The Legend of Bagger Vance","Drama"
"Almost Famous","Drama"
"Almost Famous","Music"
"Priest","Action"
"Priest","Science Fiction"
"Priest","Fantasy"
"Priest","Thriller"
"Priest","Horror"
"Event Horizon","Horror"
"Event Horizon","Science Fiction"
"Event Horizon","Mystery"
"Dragonfly","Drama"
"The Black Dahlia","Drama"
"Flyboys","Action"
"Flyboys","Adventure"
"Flyboys","Drama"
"Flyboys","History"
"Flyboys","Romance"
"Flyboys","War"
"The Last Castle","Action"
"The Last Castle","Drama"
"The Last Castle","Thriller"
"Supernova","Horror"
"Supernova","Science Fiction"
"Supernova","Thriller"
"Winter's Tale","Drama"
"Winter's Tale","Fantasy"
"Winter's Tale","Mystery"
"Winter's Tale","Romance"
"Meet Dave","Comedy"
"Meet Dave","Science Fiction"
"Meet Dave","Adventure"
"Meet Dave","Family"
"Dark Water","Drama"
"Dark Water","Horror"
"Dark Water","Thriller"
"Edtv","Comedy"
"Inkheart","Adventure"
"Inkheart","Family"
"Inkheart","Fantasy"
"The Spirit","Action"
"The Spirit","Comedy"
"The Spirit","Thriller"
"The Spirit","Crime"
"The Spirit","Science Fiction"
"Mortdecai","Comedy"
"Mortdecai","Adventure"
"Beyond Borders","Drama"
"Beyond Borders","Romance"
"Beyond Borders","Adventure"
"Beyond Borders","War"
"The Great Raid","Action"
"The Great Raid","History"
"The Great Raid","War"
"Deadpool","Action"
"Deadpool","Adventure"
"Deadpool","Comedy"
"Holy Man","Drama"
"Holy Man","Comedy"
"American Sniper","War"
"American Sniper","Action"
"Goosebumps","Adventure"
"Goosebumps","Horror"
"Goosebumps","Comedy"
"Just Like Heaven","Comedy"
"Just Like Heaven","Fantasy"
"Just Like Heaven","Romance"
"The Flintstones in Viva Rock Vegas","Science Fiction"
"The Flintstones in Viva Rock Vegas","Comedy"
"The Flintstones in Viva Rock Vegas","Family"
"The Flintstones in Viva Rock Vegas","Romance"
"Rambo III","Action"
"Rambo III","Adventure"
"Rambo III","Thriller"
"Rambo III","War"
"Leatherheads","Comedy"
"Leatherheads","Romance"
"Leatherheads","Drama"
"The Ridiculous 6","Comedy"
"The Ridiculous 6","Western"
"Did You Hear About the Morgans?","Comedy"
"The Internship","Comedy"
"Red Tails","Drama"
"Red Tails","Action"
"Red Tails","Adventure"
"Red Tails","History"
"Red Tails","War"
"The Devil's Advocate","Drama"
"The Devil's Advocate","Horror"
"The Devil's Advocate","Mystery"
"The Devil's Advocate","Thriller"
"That's My Boy","Comedy"
"DragonHeart","Fantasy"
"After the Sunset","Action"
"After the Sunset","Comedy"
"After the Sunset","Crime"
"After the Sunset","Drama"
"Captain Corelli's Mandolin","Drama"
"Captain Corelli's Mandolin","History"
"Captain Corelli's Mandolin","Romance"
"The Pacifier","Action"
"The Pacifier","Comedy"
"The Pacifier","Drama"
"The Pacifier","Family"
"The Pacifier","Thriller"
"Walking Tall","Adventure"
"Walking Tall","Drama"
"Walking Tall","Action"
"Walking Tall","Thriller"
"Forrest Gump","Comedy"
"Forrest Gump","Drama"
"Forrest Gump","Romance"
"Alvin and the Chipmunks","Comedy"
"Alvin and the Chipmunks","Music"
"Alvin and the Chipmunks","Family"
"Alvin and the Chipmunks","Fantasy"
"Alvin and the Chipmunks","Animation"
"Meet the Parents","Comedy"
"Meet the Parents","Romance"
"Pocahontas","Adventure"
"Pocahontas","Animation"
"Pocahontas","Drama"
"Pocahontas","Family"
"Superman","Action"
"Superman","Adventure"
"Superman","Fantasy"
"Superman","Science Fiction"
"The Nutty Professor","Fantasy"
"The Nutty Professor","Comedy"
"The Nutty Professor","Romance"
"The Nutty Professor","Science Fiction"
"Hitch","Comedy"
"Hitch","Drama"
"Hitch","Romance"
"George of the Jungle","Adventure"
"George of the Jungle","Comedy"
"George of the Jungle","Family"
"George of the Jungle","Romance"
"American Wedding","Comedy"
"American Wedding","Romance"
"Captain Phillips","Action"
"Captain Phillips","Drama"
"Captain Phillips","Thriller"
"Date Night","Comedy"
"Casper","Fantasy"
"Casper","Comedy"
"Casper","Family"
"The Equalizer","Thriller"
"The Equalizer","Action"
"The Equalizer","Crime"
"Maid in Manhattan","Comedy"
"Maid in Manhattan","Drama"
"Maid in Manhattan","Romance"
"Crimson Tide","Action"
"Crimson Tide","Thriller"
"Crimson Tide","Drama"
"The Pursuit of Happyness","Drama"
"Flightplan","Thriller"
"Flightplan","Drama"
"Flightplan","Mystery"
"Disclosure","Drama"
"Disclosure","Thriller"
"Disclosure","Crime"
"Disclosure","Mystery"
"Disclosure","Romance"
"City of Angels","Drama"
"City of Angels","Fantasy"
"City of Angels","Romance"
"Bowfinger","Comedy"
"Tango & Cash","Action"
"Tango & Cash","Adventure"
"Tango & Cash","Comedy"
"Death Becomes Her","Fantasy"
"Death Becomes Her","Comedy"
"Shanghai Noon","Adventure"
"Shanghai Noon","Action"
"Shanghai Noon","Comedy"
"Shanghai Noon","Western"
"Executive Decision","Action"
"Executive Decision","Adventure"
"Executive Decision","Drama"
"Executive Decision","Thriller"
"Mr. Popper's Penguins","Comedy"
"Mr. Popper's Penguins","Family"
"The Forbidden Kingdom","Action"
"The Forbidden Kingdom","Adventure"
"The Forbidden Kingdom","Fantasy"
"Free Birds","Animation"
"Free Birds","Comedy"
"Free Birds","Family"
"Evita","History"
"Evita","Drama"
"Evita","Music"
"Ronin","Action"
"Ronin","Thriller"
"Ronin","Crime"
"Ronin","Adventure"
"The Ghost and the Darkness","Adventure"
"Paddington","Family"
"Paddington","Comedy"
"The Watch","Comedy"
"The Hunted","Drama"
"The Hunted","Action"
"The Hunted","Thriller"
"The Hunted","Crime"
"Instinct","Drama"
"Instinct","Mystery"
"Instinct","Thriller"
"Stuck on You","Comedy"
"Semi-Pro","Comedy"
"The Pirates! In an Adventure with Scientists!","Animation"
"The Pirates! In an Adventure with Scientists!","Adventure"
"The Pirates! In an Adventure with Scientists!","Family"
"The Pirates! In an Adventure with Scientists!","Comedy"
"Changeling","Crime"
"Changeling","Drama"
"Changeling","Mystery"
"Chain Reaction","Action"
"Chain Reaction","Drama"
"Chain Reaction","Science Fiction"
"Chain Reaction","Thriller"
"The Fan","Drama"
"The Fan","Mystery"
"The Fan","Thriller"
"The Phantom of the Opera","Thriller"
"The Phantom of the Opera","Drama"
"The Phantom of the Opera","Romance"
"Gods and Generals","Drama"
"Gods and Generals","History"
"Gods and Generals","War"
"Turbulence","Action"
"Turbulence","Thriller"
"Turbulence","Crime"
"Imagine That","Comedy"
"Muppets Most Wanted","Comedy"
"Muppets Most Wanted","Adventure"
"Muppets Most Wanted","Crime"
"Muppets Most Wanted","Family"
"Thunderbirds","Action"
"Thunderbirds","Adventure"
"Thunderbirds","Comedy"
"Thunderbirds","Family"
"Thunderbirds","Fantasy"
"Thunderbirds","Science Fiction"
"Burlesque","Drama"
"Burlesque","Romance"
"Lolita","Drama"
"Lolita","Romance"
"D-Tox","Action"
"D-Tox","Thriller"
"Blade II","Fantasy"
"Blade II","Horror"
"Blade II","Action"
"Blade II","Thriller"
"Seven Pounds","Drama"
"Bullet to the Head","Action"
"Bullet to the Head","Crime"
"Bullet to the Head","Thriller"
"Elizabethtown","Comedy"
"Elizabethtown","Drama"
"Elizabethtown","Romance"
"You, Me and Dupree","Comedy"
"You, Me and Dupree","Romance"
"Superman II","Action"
"Superman II","Adventure"
"Superman II","Fantasy"
"Superman II","Science Fiction"
"Gigli","Drama"
"All the King's Men","Drama"
"All the King's Men","Thriller"
"Shaft","Action"
"Shaft","Adventure"
"Shaft","Crime"
"Shaft","Thriller"
"Anastasia","Animation"
"Anastasia","Family"
"Moulin Rouge!","Drama"
"Moulin Rouge!","Music"
"Moulin Rouge!","Romance"
"Domestic Disturbance","Mystery"
"Domestic Disturbance","Thriller"
"Domestic Disturbance","Crime"
"Black Mass","Crime"
"Black Mass","Drama"
"Flags of Our Fathers","War"
"Flags of Our Fathers","Drama"
"Flags of Our Fathers","History"
"Law Abiding Citizen","Drama"
"Law Abiding Citizen","Crime"
"Law Abiding Citizen","Thriller"
"Grindhouse","Thriller"
"Grindhouse","Action"
"Grindhouse","Horror"
"Beloved","Drama"
"Beloved","Thriller"
"Lucky You","Drama"
"Lucky You","Romance"
"Catch Me If You Can","Drama"
"Catch Me If You Can","Crime"
"Zero Dark Thirty","Thriller"
"Zero Dark Thirty","Drama"
"Zero Dark Thirty","History"
"The Break-Up","Romance"
"The Break-Up","Comedy"
"Mamma Mia!","Comedy"
"Mamma Mia!","Romance"
"Valentine's Day","Comedy"
"Valentine's Day","Romance"
"The Dukes of Hazzard","Action"
"The Dukes of Hazzard","Adventure"
"The Dukes of Hazzard","Comedy"
"The Thin Red Line","Drama"
"The Thin Red Line","History"
"The Thin Red Line","War"
"The Change-Up","Comedy"
"Man on the Moon","Comedy"
"Man on the Moon","Drama"
"Man on the Moon","Romance"
"Casino","Drama"
"Casino","Crime"
"From Paris with Love","Action"
"From Paris with Love","Crime"
"From Paris with Love","Thriller"
"Bulletproof Monk","Action"
"Bulletproof Monk","Comedy"
"Bulletproof Monk","Fantasy"
"Me, Myself & Irene","Comedy"
"Barnyard","Animation"
"Barnyard","Comedy"
"Barnyard","Family"
"Deck the Halls","Comedy"
"Deck the Halls","Family"
"Shrek","Adventure"
"Shrek","Animation"
"Shrek","Comedy"
"Shrek","Family"
"Shrek","Fantasy"
"The Adjustment Bureau","Science Fiction"
"The Adjustment Bureau","Thriller"
"The Adjustment Bureau","Romance"
"Jerry Maguire","Comedy"
"Jerry Maguire","Drama"
"Jerry Maguire","Romance"
"Ted","Comedy"
"Ted","Fantasy"
"As Good as It Gets","Comedy"
"As Good as It Gets","Romance"
"Patch Adams","Comedy"
"Patch Adams","Drama"
"Mr. Deeds","Comedy"
"Mr. Deeds","Romance"
"Super 8","Thriller"
"Super 8","Science Fiction"
"Super 8","Mystery"
"Erin Brockovich","Drama"
"How to Lose a Guy in 10 Days","Comedy"
"How to Lose a Guy in 10 Days","Romance"
"22 Jump Street","Crime"
"22 Jump Street","Comedy"
"22 Jump Street","Action"
"Interview with the Vampire","Horror"
"Interview with the Vampire","Romance"
"Yes Man","Comedy"
"Central Intelligence","Action"
"Central Intelligence","Comedy"
"Stepmom","Drama"
"Stepmom","Romance"
"Daddy's Home","Comedy"
"Into the Woods","Fantasy"
"Into the Woods","Comedy"
"Into the Woods","Music"
"Inside Man","Crime"
"Inside Man","Drama"
"Inside Man","Thriller"
"Payback","Drama"
"Payback","Action"
"Payback","Thriller"
"Payback","Crime"
"Congo","Action"
"Congo","Adventure"
"Congo","Drama"
"Congo","Mystery"
"Congo","Science Fiction"
"Congo","Thriller"
"We Bought a Zoo","Drama"
"We Bought a Zoo","Comedy"
"We Bought a Zoo","Family"
"Knowing","Action"
"Knowing","Adventure"
"Knowing","Drama"
"Knowing","Mystery"
"Knowing","Science Fiction"
"Knowing","Thriller"
"Failure to Launch","Comedy"
"The Ring Two","Drama"
"The Ring Two","Horror"
"The Ring Two","Thriller"
"Crazy, Stupid, Love.","Comedy"
"Crazy, Stupid, Love.","Drama"
"Crazy, Stupid, Love.","Romance"
"Garfield","Animation"
"Garfield","Comedy"
"Garfield","Family"
"Christmas with the Kranks","Comedy"
"Christmas with the Kranks","Family"
"Moneyball","Drama"
"Outbreak","Action"
"Outbreak","Drama"
"Outbreak","Science Fiction"
"Outbreak","Thriller"
"Non-Stop","Action"
"Non-Stop","Thriller"
"Non-Stop","Mystery"
"Race to Witch Mountain","Adventure"
"Race to Witch Mountain","Family"
"Race to Witch Mountain","Fantasy"
"Race to Witch Mountain","Science Fiction"
"Race to Witch Mountain","Thriller"
"Race to Witch Mountain","Action"
"V for Vendetta","Action"
"V for Vendetta","Thriller"
"V for Vendetta","Fantasy"
"Shanghai Knights","Action"
"Shanghai Knights","Adventure"
"Shanghai Knights","Comedy"
"Shanghai Knights","Western"
"Curious George","Adventure"
"Curious George","Animation"
"Curious George","Comedy"
"Curious George","Family"
"Herbie Fully Loaded","Comedy"
"Herbie Fully Loaded","Family"
"Herbie Fully Loaded","Adventure"
"Herbie Fully Loaded","Fantasy"
"Herbie Fully Loaded","Romance"
"Don't Say a Word","Thriller"
"Unfaithful","Thriller"
"Unfaithful","Drama"
"I Am Number Four","Action"
"I Am Number Four","Thriller"
"I Am Number Four","Science Fiction"
"I Am Number Four","Adventure"
"Syriana","Drama"
"Syriana","Thriller"
"The Book of Life","Romance"
"The Book of Life","Animation"
"The Book of Life","Adventure"
"The Book of Life","Comedy"
"The Book of Life","Family"
"The Book of Life","Fantasy"
"Firewall","Thriller"
"Absolute Power","Crime"
"Absolute Power","Drama"
"Absolute Power","Thriller"
"G.I. Jane","Action"
"G.I. Jane","Drama"
"The Game","Drama"
"The Game","Thriller"
"The Game","Mystery"
"Silent Hill","Horror"
"Silent Hill","Mystery"
"The Replacements","Comedy"
"American Reunion","Comedy"
"The Negotiator","Action"
"The Negotiator","Adventure"
"The Negotiator","Crime"
"The Negotiator","Drama"
"The Negotiator","Mystery"
"The Negotiator","Thriller"
"Into the Storm","Action"
"Into the Storm","Thriller"
"Beverly Hills Cop III","Action"
"Beverly Hills Cop III","Comedy"
"Beverly Hills Cop III","Crime"
"The Judge","Drama"
"The Peacemaker","Action"
"The Peacemaker","Thriller"
"Out of Time","Thriller"
"Out of Time","Crime"
"Out of Time","Drama"
"On Deadly Ground","Action"
"On Deadly Ground","Thriller"
"The Adventures of Sharkboy and Lavagirl","Adventure"
"The Adventures of Sharkboy and Lavagirl","Family"
"The Adventures of Sharkboy and Lavagirl","Science Fiction"
"The Beach","Drama"
"The Beach","Adventure"
"The Beach","Romance"
"The Beach","Thriller"
"Raising Helen","Drama"
"Raising Helen","Comedy"
"Raising Helen","Romance"
"Ninja Assassin","Action"
"Ninja Assassin","Crime"
"Ninja Assassin","Thriller"
"For Love of the Game","Drama"
"For Love of the Game","Romance"
"Striptease","Drama"
"Striptease","Thriller"
"Striptease","Crime"
"Marmaduke","Family"
"Marmaduke","Comedy"
"Hereafter","Drama"
"Hereafter","Fantasy"
"Murder by Numbers","Crime"
"Murder by Numbers","Drama"
"Murder by Numbers","Thriller"
"Assassins","Action"
"Assassins","Adventure"
"Assassins","Crime"
"Assassins","Thriller"
"Hannibal Rising","Crime"
"Hannibal Rising","Drama"
"Hannibal Rising","Thriller"
"The Story of Us","Comedy"
"The Story of Us","Drama"
"The Story of Us","Romance"
"The Host","Action"
"The Host","Adventure"
"The Host","Romance"
"The Host","Science Fiction"
"The Host","Thriller"
"Basic","Action"
"Basic","Drama"
"Basic","Mystery"
"Basic","Thriller"
"Basic","Crime"
"Blood Work","Crime"
"Blood Work","Drama"
"Blood Work","Mystery"
"Blood Work","Thriller"
"The International","Drama"
"The International","Thriller"
"The International","Crime"
"Escape from L.A.","Action"
"Escape from L.A.","Adventure"
"Escape from L.A.","Science Fiction"
"Escape from L.A.","Thriller"
"The Iron Giant","Adventure"
"The Iron Giant","Animation"
"The Iron Giant","Family"
"The Iron Giant","Fantasy"
"The Iron Giant","Science Fiction"
"The Life Aquatic with Steve Zissou","Adventure"
"The Life Aquatic with Steve Zissou","Comedy"
"The Life Aquatic with Steve Zissou","Drama"
"Free State of Jones","War"
"Free State of Jones","Action"
"Free State of Jones","Drama"
"Free State of Jones","History"
"Free State of Jones","Thriller"
"The Life of David Gale","Drama"
"The Life of David Gale","Thriller"
"The Life of David Gale","Crime"
"Man of the House","Comedy"
"Man of the House","Action"
"Run All Night","Action"
"Run All Night","Crime"
"Run All Night","Drama"
"Run All Night","Mystery"
"Run All Night","Thriller"
"Eastern Promises","Thriller"
"Eastern Promises","Crime"
"Eastern Promises","Mystery"
"Into the Blue","Action"
"Into the Blue","Thriller"
"Into the Blue","Adventure"
"Into the Blue","Crime"
"Joan of Arc","Adventure"
"Joan of Arc","Drama"
"Joan of Arc","Action"
"Joan of Arc","History"
"Joan of Arc","War"
"Your Highness","Comedy"
"Dream House","Drama"
"Dream House","Thriller"
"Dream House","Mystery"
"Mad City","Action"
"Mad City","Drama"
"Mad City","Thriller"
"Baby's Day Out","Action"
"Baby's Day Out","Adventure"
"Baby's Day Out","Comedy"
"Baby's Day Out","Family"
"The Scarlet Letter","Drama"
"The Scarlet Letter","History"
"The Scarlet Letter","Romance"
"Fair Game","Drama"
"Fair Game","Thriller"
"Domino","Action"
"Domino","Crime"
"Jade","Action"
"Jade","Thriller"
"Jade","Mystery"
"Jade","Romance"
"Gamer","Action"
"Gamer","Thriller"
"Gamer","Science Fiction"
"Beautiful Creatures","Fantasy"
"Beautiful Creatures","Drama"
"Beautiful Creatures","Romance"
"Death to Smoochy","Comedy"
"Death to Smoochy","Crime"
"Death to Smoochy","Drama"
"Death to Smoochy","Thriller"
"Zoolander 2","Comedy"
"The Big Bounce","Comedy"
"The Big Bounce","Crime"
"What Planet Are You From?","Comedy"
"What Planet Are You From?","Drama"
"What Planet Are You From?","Romance"
"What Planet Are You From?","Science Fiction"
"Drive Angry","Fantasy"
"Drive Angry","Thriller"
"Drive Angry","Action"
"Drive Angry","Crime"
"The One","Action"
"The One","Science Fiction"
"The One","Thriller"
"The Adventures of Ford Fairlane","Action"
"The Adventures of Ford Fairlane","Comedy"
"The Adventures of Ford Fairlane","Thriller"
"The Adventures of Ford Fairlane","Crime"
"The Adventures of Ford Fairlane","Mystery"
"The Boat That Rocked","Drama"
"The Boat That Rocked","Comedy"
"Traffic","Thriller"
"Traffic","Drama"
"Traffic","Crime"
"Indiana Jones and the Last Crusade","Adventure"
"Indiana Jones and the Last Crusade","Action"
"Anna Karenina","Drama"
"Anna Karenina","Romance"
"Chappie","Crime"
"Chappie","Action"
"Chappie","Science Fiction"
"The Bone Collector","Drama"
"The Bone Collector","Mystery"
"The Bone Collector","Thriller"
"The Bone Collector","Crime"
"Panic Room","Crime"
"Panic Room","Drama"
"Panic Room","Thriller"
"The Tooth Fairy","Horror"
"Three Kings","Action"
"Three Kings","Adventure"
"Three Kings","Comedy"
"Child 44","Crime"
"Child 44","Thriller"
"Rat Race","Adventure"
"Rat Race","Comedy"
"K-PAX","Drama"
"K-PAX","Science Fiction"
"Kate & Leopold","Comedy"
"Kate & Leopold","Fantasy"
"Kate & Leopold","Romance"
"Kate & Leopold","Science Fiction"
"Bedazzled","Fantasy"
"Bedazzled","Comedy"
"Bedazzled","Romance"
"The Cotton Club","Music"
"The Cotton Club","Drama"
"The Cotton Club","Crime"
"The Cotton Club","Romance"
"Taken 3","Thriller"
"Taken 3","Action"
"Out of Sight","Romance"
"Out of Sight","Comedy"
"Out of Sight","Crime"
"The Cable Guy","Comedy"
"The Cable Guy","Drama"
"The Cable Guy","Thriller"
"Dick Tracy","Adventure"
"Dick Tracy","Action"
"Dick Tracy","Comedy"
"Dick Tracy","Thriller"
